date,site_name,solar_generation_mw,wind_generation_mw,total_generation_mw,solar_revenue_inr,wind_revenue_inr,daily_revenue_inr,revenue_at_risk_inr,daily_revenue_lakhs,daily_revenue_crores
2021-10-09,Khavda Renewable Energy Park,34.891381988532565,0.0971431833489443,34.98852517188151,157011.22,437.14,157448.36,1574.48,1.57,0.02
2021-10-10,Khavda Renewable Energy Park,131.57436594674058,0.0391659804531681,131.61353192719375,592084.65,176.25,592260.89,5922.61,5.92,0.06
2021-10-11,Khavda Renewable Energy Park,69.22942377797095,0.0112633003532135,69.24068707832416,311532.41,50.68,311583.09,3115.83,3.12,0.03
2021-10-12,Khavda Renewable Energy Park,103.77209460459434,0.0,103.77209460459434,466974.43,0.0,466974.43,4669.74,4.67,0.05
2021-10-13,Khavda Renewable Energy Park,109.27792621420238,0.0,109.27792621420238,491750.67,0.0,491750.67,4917.51,4.92,0.05
2021-10-14,Khavda Renewable Energy Park,108.53951931128064,0.0,108.53951931128064,488427.84,0.0,488427.84,4884.28,4.88,0.05
2021-10-15,Khavda Renewable Energy Park,128.03985534046603,0.0,128.03985534046603,576179.35,0.0,576179.35,5761.79,5.76,0.06
2021-10-16,Khavda Renewable Energy Park,130.51790449377728,0.0,130.51790449377728,587330.57,0.0,587330.57,5873.31,5.87,0.06
2021-10-17,Khavda Renewable Energy Park,96.38115358458418,0.0338068015196665,96.41496038610384,433715.19,152.13,433867.32,4338.67,4.34,0.04
2021-10-18,Khavda Renewable Energy Park,42.54943327993729,0.424153797785578,42.97358707772287,191472.45,1908.69,193381.14,1933.81,1.93,0.02
2021-10-19,Khavda Renewable Energy Park,59.05813488167989,0.018479948550503,59.07661483023039,265761.61,83.16,265844.77,2658.45,2.66,0.03
2021-10-20,Khavda Renewable Energy Park,69.93664857261261,0.0788669491437338,70.01551552175634,314714.92,354.9,315069.82,3150.7,3.15,0.03
2021-10-21,Khavda Renewable Energy Park,76.59678381510176,0.2113591728327128,76.80814298793447,344685.53,951.12,345636.64,3456.37,3.46,0.03
2021-10-22,Khavda Renewable Energy Park,42.54664370630351,1.4050251899776582,43.95166889628116,191459.9,6322.61,197782.51,1977.83,1.98,0.02
2021-10-23,Khavda Renewable Energy Park,110.42506665161504,2.156030977119883,112.58109762873492,496912.8,9702.14,506614.94,5066.15,5.07,0.05
2021-10-24,Khavda Renewable Energy Park,107.34707320166382,0.010018587555291,107.35709178921913,483061.83,45.08,483106.91,4831.07,4.83,0.05
2021-10-25,Khavda Renewable Energy Park,80.34329103091154,0.0,80.34329103091154,361544.81,0.0,361544.81,3615.45,3.62,0.04
2021-10-26,Khavda Renewable Energy Park,97.1270245499826,0.0,97.1270245499826,437071.61,0.0,437071.61,4370.72,4.37,0.04
2021-10-27,Khavda Renewable Energy Park,78.67361066700236,0.0,78.67361066700236,354031.25,0.0,354031.25,3540.31,3.54,0.04
2021-10-28,Khavda Renewable Energy Park,58.213591369367066,0.0,58.213591369367066,261961.16,0.0,261961.16,2619.61,2.62,0.03
2021-10-29,Khavda Renewable Energy Park,79.69776073992205,0.0,79.69776073992205,358639.92,0.0,358639.92,3586.4,3.59,0.04
2021-10-30,Khavda Renewable Energy Park,92.7856954864474,0.0,92.7856954864474,417535.63,0.0,417535.63,4175.36,4.18,0.04
2021-10-31,Khavda Renewable Energy Park,46.77958340080442,0.0,46.77958340080442,210508.13,0.0,210508.13,2105.08,2.11,0.02
2021-11-01,Khavda Renewable Energy Park,95.06615428797484,0.0,95.06615428797484,427797.69,0.0,427797.69,4277.98,4.28,0.04
2021-11-02,Khavda Renewable Energy Park,77.23765570243894,0.0,77.23765570243894,347569.45,0.0,347569.45,3475.69,3.48,0.03
2021-11-03,Khavda Renewable Energy Park,30.02213346793748,0.0,30.02213346793748,135099.6,0.0,135099.6,1351.0,1.35,0.01
2021-11-04,Khavda Renewable Energy Park,54.57765733538016,0.0,54.57765733538016,245599.46,0.0,245599.46,2455.99,2.46,0.02
2021-11-05,Khavda Renewable Energy Park,14.60372391146714,0.0,14.60372391146714,65716.76,0.0,65716.76,657.17,0.66,0.01
2021-11-06,Khavda Renewable Energy Park,32.750908895600816,0.0,32.750908895600816,147379.09,0.0,147379.09,1473.79,1.47,0.01
2021-11-07,Khavda Renewable Energy Park,64.55296888404486,0.0,64.55296888404486,290488.36,0.0,290488.36,2904.88,2.9,0.03
2021-11-08,Khavda Renewable Energy Park,19.063869163647063,0.0,19.063869163647063,85787.41,0.0,85787.41,857.87,0.86,0.01
2021-11-09,Khavda Renewable Energy Park,81.44047078233902,0.0,81.44047078233902,366482.12,0.0,366482.12,3664.82,3.66,0.04
2021-11-10,Khavda Renewable Energy Park,29.359448468851543,0.0,29.359448468851543,132117.52,0.0,132117.52,1321.18,1.32,0.01
2021-11-11,Khavda Renewable Energy Park,114.26225859329983,0.0,114.26225859329983,514180.16,0.0,514180.16,5141.8,5.14,0.05
2021-11-12,Khavda Renewable Energy Park,63.40052822649388,0.0,63.40052822649388,285302.38,0.0,285302.38,2853.02,2.85,0.03
2021-11-13,Khavda Renewable Energy Park,64.585000219747,0.0,64.585000219747,290632.5,0.0,290632.5,2906.32,2.91,0.03
2021-11-14,Khavda Renewable Energy Park,89.66638052698723,0.0,89.66638052698723,403498.71,0.0,403498.71,4034.99,4.03,0.04
2021-11-15,Khavda Renewable Energy Park,29.12569084961351,0.0,29.12569084961351,131065.61,0.0,131065.61,1310.66,1.31,0.01
2021-11-16,Khavda Renewable Energy Park,32.73344444966274,0.0066558030683875,32.74010025273113,147300.5,29.95,147330.45,1473.3,1.47,0.01
2021-11-17,Khavda Renewable Energy Park,20.650633394098616,0.0013333382241801,20.6519667323228,92927.85,6.0,92933.85,929.34,0.93,0.01
2021-11-18,Khavda Renewable Energy Park,3.99961001693602,0.0,3.99961001693602,17998.25,0.0,17998.25,899.91,0.18,0.0
2021-11-19,Khavda Renewable Energy Park,0.6399507378190694,0.0,0.6399507378190694,2879.78,0.0,2879.78,143.99,0.03,0.0
2021-11-20,Khavda Renewable Energy Park,0.0727292123593793,0.0,0.0727292123593793,327.28,0.0,327.28,3.27,0.0,0.0
2021-11-21,Khavda Renewable Energy Park,42.87739583368479,0.0044306394285488,42.881826473113335,192948.28,19.94,192968.22,1929.68,1.93,0.02
2021-11-22,Khavda Renewable Energy Park,78.14590959223523,0.0479791225864877,78.19388871482171,351656.59,215.91,351872.5,3518.72,3.52,0.04
2021-11-23,Khavda Renewable Energy Park,95.1061975559494,0.0,95.1061975559494,427977.89,0.0,427977.89,4279.78,4.28,0.04
2021-11-24,Khavda Renewable Energy Park,62.22621740096417,0.0,62.22621740096417,280017.98,0.0,280017.98,2800.18,2.8,0.03
2021-11-25,Khavda Renewable Energy Park,55.07692363117983,0.0,55.07692363117983,247846.16,0.0,247846.16,2478.46,2.48,0.02
2021-11-26,Khavda Renewable Energy Park,96.73956376095114,0.0,96.73956376095114,435328.04,0.0,435328.04,4353.28,4.35,0.04
2021-11-27,Khavda Renewable Energy Park,19.9071018614067,0.0,19.9071018614067,89581.96,0.0,89581.96,895.82,0.9,0.01
2021-11-28,Khavda Renewable Energy Park,61.42217573451587,0.0,61.42217573451587,276399.79,0.0,276399.79,2764.0,2.76,0.03
2021-11-29,Khavda Renewable Energy Park,24.09157466958672,0.0,24.09157466958672,108412.09,0.0,108412.09,1084.12,1.08,0.01
2021-11-30,Khavda Renewable Energy Park,25.6937338247069,0.0003791422622063,25.694112966969108,115621.8,1.71,115623.51,1156.24,1.16,0.01
2021-12-01,Khavda Renewable Energy Park,0.5365301830104118,0.0,0.5365301830104118,2414.39,0.0,2414.39,120.72,0.02,0.0
2021-12-02,Khavda Renewable Energy Park,43.15068473387982,0.0,43.15068473387982,194178.08,0.0,194178.08,1941.78,1.94,0.02
2021-12-03,Khavda Renewable Energy Park,9.579279174712989,0.0,9.579279174712989,43106.76,0.0,43106.76,431.07,0.43,0.0
2021-12-04,Khavda Renewable Energy Park,4.823379531475948,0.0,4.823379531475948,21705.21,0.0,21705.21,217.05,0.22,0.0
2021-12-05,Khavda Renewable Energy Park,67.67127840352235,2.284169761554117e-07,67.67127863193933,304520.75,0.0,304520.75,3045.21,3.05,0.03
2021-12-06,Khavda Renewable Energy Park,35.292977868236925,0.0282012301429868,35.321179098379915,158818.4,126.91,158945.31,1589.45,1.59,0.02
2021-12-07,Khavda Renewable Energy Park,45.99567230926971,0.0047357858193172,46.00040809508902,206980.53,21.31,207001.84,2070.02,2.07,0.02
2021-12-08,Khavda Renewable Energy Park,72.5468860294233,0.0,72.5468860294233,326460.99,0.0,326460.99,3264.61,3.26,0.03
2021-12-09,Khavda Renewable Energy Park,53.419399740181845,0.0186743598979587,53.4380741000798,240387.3,84.03,240471.33,2404.71,2.4,0.02
2021-12-10,Khavda Renewable Energy Park,5.125034956041492,0.1096262153624718,5.234661171403963,23062.66,493.32,23555.98,235.56,0.24,0.0
2021-12-11,Khavda Renewable Energy Park,31.001360393260917,0.0,31.001360393260917,139506.12,0.0,139506.12,1395.06,1.4,0.01
2021-12-12,Khavda Renewable Energy Park,25.61549411940784,0.0,25.61549411940784,115269.72,0.0,115269.72,1152.7,1.15,0.01
2021-12-13,Khavda Renewable Energy Park,40.548882521332,0.0,40.548882521332,182469.97,0.0,182469.97,1824.7,1.82,0.02
2021-12-14,Khavda Renewable Energy Park,47.27386740237692,0.4434150185202096,47.71728242089713,212732.4,1995.37,214727.77,2147.28,2.15,0.02
2021-12-15,Khavda Renewable Energy Park,37.0388412296841,0.0513737076377727,37.09021493732188,166674.79,231.18,166905.97,1669.06,1.67,0.02
2021-12-16,Khavda Renewable Energy Park,45.25216307289804,0.1544126051961296,45.40657567809417,203634.73,694.86,204329.59,2043.3,2.04,0.02
2021-12-17,Khavda Renewable Energy Park,49.58060828763483,0.9341324643069376,50.514740751941765,223112.74,4203.6,227316.33,2273.16,2.27,0.02
2021-12-18,Khavda Renewable Energy Park,11.867155547469054,0.2676406215212441,12.134796168990295,53402.2,1204.38,54606.58,546.07,0.55,0.01
2021-12-19,Khavda Renewable Energy Park,34.834514663452055,2.1887563678800133e-07,34.83451488232769,156755.32,0.0,156755.32,1567.55,1.57,0.02
2021-12-20,Khavda Renewable Energy Park,21.780913773451267,0.0,21.780913773451267,98014.11,0.0,98014.11,980.14,0.98,0.01
2021-12-21,Khavda Renewable Energy Park,48.124289883067895,0.0,48.124289883067895,216559.3,0.0,216559.3,2165.59,2.17,0.02
2021-12-22,Khavda Renewable Energy Park,82.3619531657637,1.920578633860682e-06,82.36195508634233,370628.79,0.01,370628.8,3706.29,3.71,0.04
2021-12-23,Khavda Renewable Energy Park,22.665762482922656,0.0028500458209699,22.668612528743623,101995.93,12.83,102008.76,1020.09,1.02,0.01
2021-12-24,Khavda Renewable Energy Park,19.69597382175776,0.0,19.69597382175776,88631.88,0.0,88631.88,886.32,0.89,0.01
2021-12-25,Khavda Renewable Energy Park,47.62142274246475,0.0,47.62142274246475,214296.4,0.0,214296.4,2142.96,2.14,0.02
2021-12-26,Khavda Renewable Energy Park,18.2039258502418,0.0,18.2039258502418,81917.67,0.0,81917.67,819.18,0.82,0.01
2021-12-27,Khavda Renewable Energy Park,12.013938407786336,0.0,12.013938407786336,54062.72,0.0,54062.72,540.63,0.54,0.01
2021-12-28,Khavda Renewable Energy Park,7.7069137551637885,0.4335327222918646,8.140446477455653,34681.11,1950.9,36632.01,366.32,0.37,0.0
2021-12-29,Khavda Renewable Energy Park,49.22728337856625,0.0067407997330227,49.23402417829927,221522.78,30.33,221553.11,2215.53,2.22,0.02
2021-12-30,Khavda Renewable Energy Park,66.30672079177488,0.3528400945631571,66.65956088633804,298380.24,1587.78,299968.02,2999.68,3.0,0.03
2021-12-31,Khavda Renewable Energy Park,23.65051737935236,0.4306358932498692,24.08115327260223,106427.33,1937.86,108365.19,1083.65,1.08,0.01
2022-01-01,Khavda Renewable Energy Park,27.33510909218436,0.0076976612957144,27.34280675348008,123007.99,34.64,123042.63,1230.43,1.23,0.01
2022-01-02,Khavda Renewable Energy Park,54.36066777157218,0.0,54.36066777157218,244623.0,0.0,244623.0,2446.23,2.45,0.02
2022-01-03,Khavda Renewable Energy Park,17.078785917234256,0.0,17.078785917234256,76854.54,0.0,76854.54,768.55,0.77,0.01
2022-01-04,Khavda Renewable Energy Park,7.788123411416604,0.0,7.788123411416604,35046.56,0.0,35046.56,350.47,0.35,0.0
2022-01-05,Khavda Renewable Energy Park,0.561594779109134,0.0,0.561594779109134,2527.18,0.0,2527.18,126.36,0.03,0.0
2022-01-06,Khavda Renewable Energy Park,6.957320836731472,0.0,6.957320836731472,31307.94,0.0,31307.94,313.08,0.31,0.0
2022-01-07,Khavda Renewable Energy Park,28.9528447030671,1.1235222864996457,30.076366989566747,130287.8,5055.85,135343.65,1353.44,1.35,0.01
2022-01-08,Khavda Renewable Energy Park,135.80314258211055,0.0,135.80314258211055,611114.14,0.0,611114.14,6111.14,6.11,0.06
2022-01-09,Khavda Renewable Energy Park,76.84719063141824,0.0,76.84719063141824,345812.36,0.0,345812.36,3458.12,3.46,0.03
2022-01-10,Khavda Renewable Energy Park,80.95786301133072,0.0091731520405708,80.96703616337129,364310.38,41.28,364351.66,3643.52,3.64,0.04
2022-01-11,Khavda Renewable Energy Park,86.39774232606534,0.0938592494481077,86.49160157551344,388789.84,422.37,389212.21,3892.12,3.89,0.04
2022-01-12,Khavda Renewable Energy Park,34.989616001580586,0.0858743968243256,35.07549039840491,157453.27,386.43,157839.71,1578.4,1.58,0.02
2022-01-13,Khavda Renewable Energy Park,118.85925282091108,0.0028339498651498,118.86208677077622,534866.64,12.75,534879.39,5348.79,5.35,0.05
2022-01-14,Khavda Renewable Energy Park,62.18483597729072,0.0855233986849243,62.27035937597565,279831.76,384.86,280216.62,2802.17,2.8,0.03
2022-01-15,Khavda Renewable Energy Park,93.68902934219815,0.3127628548056335,94.0017921970038,421600.63,1407.43,423008.06,4230.08,4.23,0.04
2022-01-16,Khavda Renewable Energy Park,53.61130142043503,0.0202106475116905,53.63151206794672,241250.86,90.95,241341.8,2413.42,2.41,0.02
2022-01-17,Khavda Renewable Energy Park,91.73874963705916,0.0,91.73874963705916,412824.37,0.0,412824.37,4128.24,4.13,0.04
2022-01-18,Khavda Renewable Energy Park,93.45691393746932,0.0002318994364842,93.4571458369058,420556.11,1.04,420557.16,4205.57,4.21,0.04
2022-01-19,Khavda Renewable Energy Park,75.00190515372236,0.0,75.00190515372236,337508.57,0.0,337508.57,3375.09,3.38,0.03
2022-01-20,Khavda Renewable Energy Park,49.32484617382318,0.5083939411481645,49.83324011497135,221961.81,2287.77,224249.58,2242.5,2.24,0.02
2022-01-21,Khavda Renewable Energy Park,26.187186722113065,3.454661615890525,29.64184833800359,117842.34,15545.98,133388.32,1333.88,1.33,0.01
2022-01-22,Khavda Renewable Energy Park,62.42692214880984,7.515262547916736,69.94218469672659,280921.15,33818.68,314739.83,3147.4,3.15,0.03
2022-01-23,Khavda Renewable Energy Park,6.521617900084255,0.0,6.521617900084255,29347.28,0.0,29347.28,293.47,0.29,0.0
