date,site_name,data_type,generation_source,solar_generation_mw,total_generation_mw,daily_energy_mwh,grid_export_mwh,physics_baseline_mw,physics_baseline_mwh,cuf_daily,pr_daily,specific_yield_kwh_kwp,soiling_loss_pct,inverter_availability_pct,ghi_w_m2,effective_irradiance,cloud_factor,cell_temperature_c,temperature_factor,performance_ratio,capacity_factor,solar_zenith,solar_elevation,solar_azimuth,air_mass,clear_sky_irradiance_kwh_m2_day,poa_irradiance_w_m2
2020-01-26,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19288.260833706285,19288.260833706285,144661.96,143938.65,14873.78,86267.92,0.3014,0.7861,7.2331,4.86,100.0,805.8620689655172,4.6681575,0.99875,36.8167042761645,0.9586415350334242,0.82,0.3014,43.61670139820549,46.38329860179451,167.1556843636015,1.379793302506816,4.369092379308694,953.8649516177637
2020-01-27,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19978.54047419985,19978.54047419985,149839.05,149089.85,15048.92,87283.74,0.3122,0.7953,7.492,5.14,100.0,777.2413793103449,4.036538333333334,0.8954166666666666,33.591545182026074,0.9699295918629087,0.82,0.3122,43.38112795824472,46.61887204175528,167.0033000031617,1.3744368693236453,4.3867250025540185,955.0698121923756
2020-01-28,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19169.284509097535,19169.284509097535,143769.63,143050.78,15004.83,87028.01,0.2995,0.793,7.1885,5.43,97.0,833.2758620689656,4.80078,0.9933333333333333,34.40349787639216,0.9670877574326274,0.82,0.2995,43.139618252503496,46.860381747496504,166.8521658552247,1.3690122361471468,4.404717790370565,957.2925893449676
2020-01-29,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19683.9930336945,19683.9930336945,147629.95,146891.8,14969.77,86824.67,0.3076,0.7912,7.3815,5.71,100.0,866.0344827586207,5.023,1.0,35.049099332637475,0.9648281523357688,0.82,0.3076,42.89226000343751,47.10773999656249,166.70233502631527,1.3635253007389478,4.423055991679608,959.2669268407658
2020-01-30,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19339.80650909436,19339.80650909436,145048.55,144323.31,14744.82,85519.96,0.3022,0.7793,7.2524,6.0,100.0,867.4137931034483,5.031,1.0,39.191574932566795,0.9503294877360162,0.82,0.3022,42.63914351735883,47.36085648264117,166.5538559518102,1.3579819127486228,4.44172457411323,960.8955712114271
2020-01-31,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,20000.0,20000.0,150000.0,149250.0,14867.3,86230.34,0.3125,0.7857,7.5,2.0,100.0,881.0344827586207,5.11,1.0,36.93612075125438,0.9582235773706097,0.82,0.3125,42.380361755137315,47.619638244862685,166.40677251006275,1.3523878655178025,4.460708231909848,962.6870096827631
2020-02-01,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19487.319297345173,19487.319297345173,146154.89,145424.12,14655.95,85004.51,0.3045,0.7746,7.3077,2.29,100.0,886.551724137931,5.142,1.0,40.8280602112513,0.9446017892606204,0.82,0.3045,42.11601031258867,47.88398968741133,166.26112394804045,1.3467488863887762,4.479991401865469,964.4005711609788
2020-02-02,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19667.498603802764,19667.498603802764,147506.24,146768.71,14882.67,86319.49,0.3073,0.7866,7.3753,2.57,100.0,899.1379310344828,4.558779166666667,0.8741666666666666,36.65308772694094,0.9592141929557068,0.82,0.3073,41.846187311991905,48.153812688008095,166.11694452644633,1.3410706257366602,4.499558286950868,966.2115252053723
2020-02-03,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19357.832280283495,19357.832280283495,145183.74,144457.82,14827.65,86000.37,0.3025,0.7836,7.2592,2.86,100.0,888.1034482758621,4.76682125,0.9254166666666667,37.66631853236992,0.9556678851367053,0.82,0.3025,41.570993251654144,48.429006748345856,165.97426286728523,1.3353586458786941,4.519392883492666,967.7580100877541
2020-02-04,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,20000.0,20000.0,150000.0,149250.0,14988.16,86931.33,0.3125,0.7921,7.5,3.14,100.0,802.0689655172414,4.320545,0.92875,34.710425311373186,0.9660135114101939,0.82,0.3125,41.290530867699694,48.709469132300306,165.83310109822173,1.3296184110515066,4.539479007378637,968.4358438104085
2020-02-05,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,20000.0,20000.0,150000.0,149250.0,14758.76,85600.81,0.3125,0.78,7.5,3.43,100.0,888.9655172413793,4.891755,0.94875,38.93481323714613,0.9512281536699886,0.82,0.3125,41.00490499057333,48.99509500942667,165.6934739806593,1.3238552780814279,4.559800320688155,971.1462162055807
2020-02-06,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19567.101783375056,19567.101783375056,146753.26,146019.49,14802.81,85856.3,0.3057,0.7823,7.3377,3.71,100.0,915.6896551724138,5.311,1.0,38.12372396531697,0.9540669661213906,0.82,0.3057,40.71422226968012,49.28577773031988,165.55538821844834,1.3180744852553323,4.580340368772919,973.156664534908
2020-02-07,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18867.16507852967,18867.16507852967,141503.74,140796.22,14635.73,84887.23,0.2948,0.7735,7.0752,4.0,100.0,916.7241379310345,5.317,1.0,41.20048511381617,0.9432983021016434,0.82,0.2948,40.418590612501475,49.581409387498525,165.4188420386962,1.3122811366625131,4.601082639448423,974.8685719694688
2020-02-08,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19072.46484020068,19072.46484020068,143043.49,142328.27,14831.99,86025.54,0.298,0.7839,7.1522,4.29,100.0,943.9655172413793,5.475,1.0,37.58630630779612,0.9559479279227135,0.82,0.298,40.11811831364151,49.88188168635849,165.28382508680534,1.3064801821042802,4.622010645134131,976.8872765881927
2020-02-09,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18785.552872630717,18785.552872630717,140891.65,140187.19,14754.33,85575.11,0.2935,0.7798,7.0446,4.57,95.0,936.8965517241379,5.184941666666667,0.9541666666666667,39.01645623986218,0.9509424031604824,0.82,0.2935,39.81291310976045,50.18708689023955,165.15031864579532,1.3006763976326503,4.643108008240524,978.5016023851317
2020-02-10,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19710.59048458099,19710.59048458099,147829.43,147090.28,14710.87,85323.05,0.308,0.7775,7.3915,4.86,100.0,950.1724137931035,5.3984837500000005,0.9795833333333334,39.81671214578463,0.9481415074897538,0.82,0.308,39.503081580082636,50.496918419917364,165.01829633544241,1.294874374634319,4.664358516758794,980.3492485022422
2020-02-11,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19460.26710341014,19460.26710341014,145952.0,145222.24,14653.84,84992.27,0.3041,0.7745,7.2976,5.14,100.0,941.551724137931,3.4700104166666668,0.6354166666666666,40.86694114087298,0.9444657060069446,0.82,0.3041,39.18872925599035,50.81127074400965,164.88772550271483,1.289078523367643,4.685746123138925,981.9331399086681
2020-02-12,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18117.36447028739,18117.36447028739,135880.23,135200.83,14190.12,82302.7,0.2831,0.75,6.794,5.43,100.0,919.6551724137931,2.6803349999999995,0.5025,42.61463236096263,0.9383487867366308,0.82,0.2831,38.86996147822059,51.13003852177941,164.75856939168852,1.2832930901718362,4.707254886113722,983.3519035317564
2020-02-13,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18980.207673221837,18980.207673221837,142351.56,141639.8,14512.19,84170.7,0.2966,0.767,7.1176,5.71,100.0,899.6551724137931,3.6460775,0.69875,43.47532192495032,0.9353363732626738,0.82,0.2966,38.54688463636333,51.45311536363667,164.6307899027646,1.2775221803414818,4.728868886170349,984.7809219239767
2020-02-14,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18822.954888871747,18822.954888871747,141172.16,140466.3,14485.54,84016.13,0.2941,0.7656,7.0586,6.0,100.0,922.7586206896552,2.91907,0.5454166666666667,43.96618023318106,0.9336183691838663,0.82,0.2941,38.21960722566106,51.78039277433894,164.50435043427137,1.2717697760407258,4.750572158960329,986.7005039424228
2020-02-15,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19675.743835201407,19675.743835201407,147568.08,146830.24,14479.63,83981.85,0.3074,0.7653,7.3784,2.0,100.0,964.1379310344828,5.17959,0.92625,44.07499002768592,0.9332375349030992,0.82,0.3074,37.88824029607345,52.11175970392655,164.37921818561472,1.2660397423386116,4.770787082772636,988.4147249122918
2020-02-16,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19326.683156382267,19326.683156382267,144950.12,144225.37,14424.87,83664.25,0.302,0.7624,7.2475,2.29,97.0,977.5862068965517,5.5353375,0.97625,45.08330664558186,0.9297084267404635,0.82,0.302,37.55289723316846,52.44710276683154,164.2553654969895,1.2603358215592808,4.78949887561786,989.3871738429056
2020-02-17,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19493.264376501716,19493.264376501716,146199.48,145468.48,14427.37,83678.75,0.3046,0.7625,7.31,2.57,100.0,971.8965517241379,5.167249999999999,0.9166666666666666,45.03738442714371,0.9298691545049971,0.82,0.3046,37.21369314745913,52.78630685254087,164.13277009324668,1.254661621846302,4.808253583182862,990.1238659740725
2020-02-18,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,5547.877008337406,5547.877008337406,41609.08,41401.03,4063.05,23565.69,0.0867,0.2147,2.0805,2.86,100.0,948.6206896551724,0.7794500000000003,0.14166666666666672,46.73926793263905,0.9239125622357633,0.82,0.0867,36.87074423461473,53.12925576538527,164.01141440285505,1.2490206065915903,4.827035341456118,990.6408331315803
2020-02-19,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19618.369442552677,19618.369442552677,147137.77,146402.08,14673.85,85108.33,0.3065,0.7755,7.3569,3.14,100.0,958.2758620689656,2.7905791666666673,0.5020833333333334,40.498515946518225,0.9457551941871862,0.82,0.3065,36.52416732877236,53.47583267122764,163.89128420531517,1.2434160883060055,4.8458284333254,991.5276127160407
2020-02-20,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19601.264309554437,19601.264309554437,147009.48,146274.43,14607.54,84723.73,0.3063,0.772,7.3505,3.43,100.0,1003.2758620689656,5.76808375,0.99125,41.719535846978786,0.9414816245355743,0.82,0.3063,36.17407966116717,53.82592033883283,163.77236688493224,1.2378512267056,4.864617318166234,992.8104239505595
2020-02-21,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19813.26262857291,19813.26262857291,148599.47,147856.47,14660.15,85028.87,0.3096,0.7748,7.43,3.71,100.0,991.7241379310345,3.3409533333333337,0.5808333333333334,40.75073834582642,0.9448724157896076,0.82,0.3096,35.82059874236888,54.17940125763112,163.65464952294985,1.2323290293146398,4.8833866516507225,993.4110153692296
2020-02-22,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18508.363795702437,18508.363795702437,138812.73,138118.67,14635.3,84884.74,0.2892,0.7735,6.9406,4.0,100.0,986.3793103448277,5.721,1.0,41.20835662905847,0.9432707517982953,0.82,0.2892,35.46384231644669,54.53615768355331,163.53811707399723,1.2268523535314877,4.902121299921812,994.0624313786561
2020-02-23,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18998.792134214593,18998.792134214593,142490.94,141778.49,14548.78,84382.92,0.2969,0.7689,7.1245,4.29,100.0,974.8275862068966,5.489091666666667,0.9708333333333333,42.80159087849613,0.9376944319252636,0.82,0.2969,35.10392839587432,54.89607160412568,163.422750871267,1.2214239101263529,4.92080634781531,994.6173804155557
2020-02-24,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18617.56368848172,18617.56368848172,139631.73,138933.57,14365.1,83317.58,0.2909,0.7592,6.9816,4.57,100.0,995.8620689655173,5.776,1.0,46.18393665190084,0.925856221718347,0.82,0.2909,34.74097539268286,55.25902460731714,163.3085275913886,1.216046268225133,4.939427100412858,995.5283295480203
2020-02-25,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18583.46400466148,18583.46400466148,139375.98,138679.1,14455.98,83844.68,0.2904,0.764,6.9688,4.86,100.0,1007.7586206896552,4.101241666666667,0.7016666666666667,44.51055392379462,0.9317130612667188,0.82,0.2904,34.375102308109426,55.624897691890574,163.1954187001843,1.2107218610396704,4.957969080955735,996.3048139030268
2020-02-26,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18919.350436919365,18919.350436919365,141895.13,141185.65,14599.17,84675.19,0.2956,0.7716,7.0948,5.14,100.0,978.6206896551724,4.3421400000000006,0.765,41.873681350235785,0.9409421152741747,0.82,0.2956,34.00642891797922,55.99357108202078,163.08339024982536,1.2054529913374077,4.976418029659194,996.5715132119818
2020-02-27,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19795.483962030106,19795.483962030106,148466.13,147723.8,14542.71,84347.72,0.3093,0.7686,7.4233,5.43,100.0,1024.4827586206898,5.602810833333333,0.9429166666666666,42.913417653119,0.9373030382140835,0.82,0.3093,33.635075913153095,56.364924086846905,162.97240285161877,1.200241836085778,4.994759906150256,997.6856552714971
2020-02-28,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18593.058424385763,18593.058424385763,139447.94,138750.7,14696.95,85242.31,0.2905,0.7767,6.9724,5.71,100.0,962.9310344827586,3.6442125000000005,0.6525000000000001,40.07313829812527,0.9472440159565616,0.82,0.2905,33.26116499028988,56.73883500971012,162.86241165085812,1.195090450281106,5.0129808956385995,997.5092343719044
2020-02-29,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19392.02143772956,19392.02143772956,145440.16,144712.96,14552.97,84407.23,0.303,0.7691,7.272,6.0,100.0,1001.8965517241379,4.041066250000001,0.6954166666666668,42.724359417883534,0.9379647420374077,0.82,0.303,32.8848188949407,57.1151811050593,162.7533661024156,1.190000770070054,5.031067418447857,998.4758317520698
2020-03-01,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17927.753553325216,17927.753553325216,134458.15,133785.86,14277.28,82808.22,0.2801,0.7546,6.7229,4.0,100.0,1027.0689655172414,5.589651666666667,0.9383333333333334,47.80112170502346,0.9201960740324179,0.82,0.2801,32.50616139235614,57.49383860764386,162.64520939011072,1.1849746149147589,5.049006144266097,999.2451449704107
2020-03-02,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18657.49087910102,18657.49087910102,139931.18,139231.52,14336.8,83153.44,0.2915,0.7577,6.9966,4.57,100.0,1029.655172413793,5.924721666666667,0.9920833333333333,46.70508420664516,0.9240322052767419,0.82,0.2915,32.12531715412981,57.87468284587019,162.53787737828577,1.1800136887629336,5.066784011504702,999.7126959869524
2020-03-03,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18967.076285023177,18967.076285023177,142253.07,141541.8,14590.57,84625.31,0.2964,0.7711,7.1127,5.14,99.0,1049.3103448275863,6.0631775,0.99625,42.032110677007815,0.9403876126304727,0.82,0.2964,31.742411595789328,58.25758840421067,162.43129714074166,1.1751195807972852,5.08438824908728,1000.3414677736097
2020-03-04,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19509.162756344034,19509.162756344034,146318.72,145587.13,14760.93,85613.39,0.3048,0.7801,7.3159,5.71,100.0,1049.3103448275863,5.969351666666667,0.9808333333333333,38.89494905507081,0.9513676783072522,0.82,0.3048,31.35757071886362,58.64242928113638,162.32538527045733,1.1702937664937636,5.1018063970230045,1000.6999836572446
2020-03-05,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19691.15265268734,19691.15265268734,147683.64,146945.22,14934.43,86619.69,0.3077,0.7893,7.3842,6.29,100.0,892.4137931034483,4.358623333333333,0.8420833333333333,35.69991921235003,0.9625502827567749,0.82,0.3077,30.9709209407361,59.0290790592639,162.2200461894115,1.1655376087576896,5.1190263267860505,999.1796161864795
2020-03-06,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19268.65207010055,19268.65207010055,144514.89,143792.32,14668.27,85075.97,0.3011,0.7752,7.2257,6.86,100.0,1073.448275862069,6.13261,0.985,40.60127840263023,0.9453955255907942,0.82,0.3011,30.582588769728098,59.4174112302719,162.11517064161683,1.160852357435277,5.136036270150526,1001.5742916898016
2020-03-07,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18264.16869386552,18264.16869386552,136981.27,136296.36,14473.8,83948.04,0.2854,0.7649,6.8491,7.43,100.0,1087.4137931034484,6.307,1.0,44.182272432933935,0.9328620464847313,0.82,0.2854,30.192700176905795,59.807299823094205,162.01063445102295,1.1562391456919916,5.152824864645756,1001.9684934814042
2020-03-08,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17741.599064710324,17741.599064710324,133061.99,132396.68,14195.91,82336.28,0.2772,0.7503,6.6531,8.0,100.0,1093.7931034482758,6.344,1.0,49.29957258541623,0.9149514959510432,0.82,0.2772,29.801379716422332,60.19862028357767,161.90629768930853,1.151698984309879,5.1693812108977175,1002.2288809021197
2020-03-09,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18554.40410035565,18554.40410035565,139158.03,138462.24,14362.18,83300.64,0.2899,0.759,6.9579,8.57,100.0,1065.344827586207,3.318637916666667,0.5370833333333334,46.23777117496583,0.9256678008876196,0.82,0.2899,29.40874975163829,60.59125024836171,161.80200457194178,1.1472327582780089,5.185694919341822,1002.035360730037
