date,solar_generation_mw,wind_generation_mw,total_generation_mw,dam_price_rs_mwh,dam_price_rs_kwh,rtm_price_rs_mwh,rtm_price_rs_kwh,revenue_inr,solar_revenue_inr,wind_revenue_inr,revenue_lakhs,revenue_crores,month,year
2021-07-11,65.78112864179998,0.6308814814814814,66.41201012328146,3478.18,3.48,3464.74,3.46,230992.93,228798.61,2194.32,2.3099,0.023099,2021-07,2021
2021-07-12,49.28258094391501,0.00031951303155,49.28290045694656,3590.69,3.59,3411.94,3.41,176959.62,176958.47,1.15,1.7696,0.017696,2021-07,2021
2021-07-13,56.0596200600128,1.544718518518519,57.604338578531326,3803.35,3.8,3809.05,3.81,219089.46,213214.36,5875.11,2.1909,0.021909,2021-07,2021
2021-07-14,93.3245588280544,3.036534945130316,96.3610937731847,3923.3,3.92,3934.59,3.93,378053.48,366140.24,11913.24,3.7805,0.037805,2021-07,2021
2021-07-15,79.93045711496559,0.0,79.93045711496559,3971.99,3.97,3902.35,3.9,317482.98,317482.98,0.0,3.1748,0.031748,2021-07,2021
2021-07-16,87.39411727823038,0.0265481481481481,87.42066542637853,2990.18,2.99,3085.12,3.09,261403.53,261324.14,79.38,2.614,0.02614,2021-07,2021
2021-07-17,81.728924681712,4.938126474622771,86.66705115633478,4020.45,4.02,4211.83,4.21,348440.55,328587.06,19853.49,3.4844,0.034844,2021-07,2021
2021-07-18,70.5666201842624,17.785185185185185,88.35180536944759,3864.84,3.86,3613.24,3.61,341465.59,272728.7,68736.9,3.4147,0.034147,2021-07,2021
2021-07-19,41.61878885384441,45.6366812414266,87.25547009527101,3357.31,3.36,3628.62,3.63,292943.66,139727.18,153216.49,2.9294,0.029294,2021-07,2021
2021-07-20,36.006696569305,81.28470888203019,117.29140545133518,3529.81,3.53,3872.37,3.87,414016.38,127096.8,286919.58,4.1402,0.041402,2021-07,2021
2021-07-21,79.6628179826006,73.50048587105624,153.16330385365683,4563.27,4.56,3921.84,3.92,698925.51,363522.95,335402.56,6.9893,0.069893,2021-07,2021
2021-07-22,59.2242172222624,12.86277198216735,72.08698920442976,3708.24,3.71,3777.72,3.78,267315.86,219617.61,47698.25,2.6732,0.026732,2021-07,2021
2021-07-23,66.56538457613661,5.97666721536351,72.54205179150011,4042.16,4.04,3621.88,3.62,293226.58,269067.93,24158.65,2.9323,0.029323,2021-07,2021
2021-07-24,25.55096617656,5.915473148148149,31.466439324708148,3129.35,3.13,3255.84,3.26,98469.5,79957.92,18511.59,0.9847,0.009847,2021-07,2021
2021-07-25,54.11618947144081,12.9654,67.08158947144081,3694.14,3.69,3590.64,3.59,247808.78,199912.78,47896.0,2.4781,0.024781,2021-07,2021
2021-07-26,37.828869726824,47.56814159807956,85.39701132490356,4680.13,4.68,5169.32,5.17,399669.11,177044.03,222625.09,3.9967,0.039967,2021-07,2021
2021-07-27,32.805635483852,57.76724746227712,90.57288294612913,3796.59,3.8,4045.97,4.05,343868.1,124549.55,219318.55,3.4387,0.034387,2021-07,2021
2021-07-28,24.302144823,78.17643017832648,102.47857500132648,3400.19,3.4,3931.74,3.93,348446.63,82631.91,265814.72,3.4845,0.034845,2021-07,2021
2021-07-29,31.005736364680004,91.47965963648834,122.48539600116834,3660.61,3.66,3834.67,3.83,448371.27,113499.91,334871.36,4.4837,0.044837,2021-07,2021
2021-07-30,54.8533726743684,64.116251303155,118.96962397752338,3385.66,3.39,3536.86,3.54,402790.7,185714.87,217075.83,4.0279,0.040279,2021-07,2021
2021-07-31,48.717019531488,77.49663895747597,126.21365848896396,2864.07,2.86,2908.86,2.91,361484.75,139528.95,221955.8,3.6148,0.036148,2021-07,2021
2021-08-01,40.5936070406328,66.84209667352536,107.43570371415817,3065.97,3.07,2938.49,2.94,329394.64,124458.78,204935.86,3.2939,0.032939,2021-08,2021
2021-08-02,33.335999833197604,33.948742352537735,67.28474218573534,3829.12,3.83,4047.41,4.05,257641.35,127647.54,129993.81,2.5764,0.025764,2021-08,2021
2021-08-03,44.42501005731361,18.95319351851852,63.37820357583213,4196.85,4.2,4306.4,4.31,265988.81,186445.1,79543.71,2.6599,0.026599,2021-08,2021
2021-08-04,59.265592828428815,14.349632956104251,73.61522578453307,3173.29,3.17,3501.01,3.5,233602.46,188066.91,45535.55,2.336,0.02336,2021-08,2021
2021-08-05,99.6085636061824,6.61197722908093,106.22054083526334,2994.54,2.99,2968.39,2.97,318081.66,298281.83,19799.83,3.1808,0.031808,2021-08,2021
2021-08-06,65.39426746424002,3.4872252400548707,68.88149270429489,3343.67,3.34,3402.65,3.4,230316.98,218656.85,11660.13,2.3032,0.023032,2021-08,2021
2021-08-07,92.49740032262402,2.287273525377229,94.78467384800123,2983.79,2.98,2814.46,2.81,282817.56,275992.82,6824.74,2.8282,0.028282,2021-08,2021
2021-08-08,106.50566090164,2.3197935185185186,108.82545442015854,3245.29,3.25,3121.13,3.12,353170.16,345641.76,7528.4,3.5317,0.035317,2021-08,2021
2021-08-09,81.10269578549602,3.7508573388203024,84.85355312431632,3424.48,3.42,3857.57,3.86,290579.3,277734.56,12844.74,2.9058,0.029058,2021-08,2021
2021-08-10,100.48288155358198,5.734400000000001,106.21728155358198,3247.7,3.25,3069.1,3.07,344961.87,326338.25,18623.61,3.4496,0.034496,2021-08,2021
2021-08-11,77.20851225463637,11.577496844993137,88.78600909962951,3295.06,3.3,2930.57,2.93,292555.23,254406.68,38148.55,2.9256,0.029256,2021-08,2021
2021-08-12,66.91684103387801,7.940093518518519,74.85693455239654,2944.42,2.94,3465.45,3.47,220410.26,197031.29,23378.97,2.2041,0.022041,2021-08,2021
2021-08-13,83.60436007,7.290785185185185,90.89514525518518,4928.31,4.93,5757.73,5.76,447959.45,412028.2,35931.25,4.4796,0.044796,2021-08,2021
2021-08-14,109.8152818956336,18.55834814814815,128.37363004378173,2881.43,2.88,2881.16,2.88,369899.63,316425.05,53474.58,3.699,0.03699,2021-08,2021
2021-08-15,124.4759301956236,10.830799451303148,135.30672964692675,3159.1,3.16,3312.55,3.31,427447.49,393231.91,34215.58,4.2745,0.042745,2021-08,2021
2021-08-16,104.3285136044536,1.3087253772290806,105.63723898168269,3316.13,3.32,3508.93,3.51,350306.82,345966.91,4339.9,3.5031,0.035031,2021-08,2021
2021-08-17,123.832902111776,1.2865440672153634,125.11944617899135,3567.32,3.57,3646.58,3.65,446341.1,441751.59,4589.51,4.4634,0.044634,2021-08,2021
2021-08-18,117.03457370721598,5.102110116598076,122.13668382381404,4513.79,4.51,4247.51,4.25,551299.34,528269.49,23029.85,5.513,0.05513,2021-08,2021
2021-08-19,132.32483995885437,9.269592043895743,141.59443200275012,4050.72,4.05,4472.79,4.47,573559.4,536010.88,37548.52,5.7356,0.057356,2021-08,2021
2021-08-20,127.41264585160762,5.557060185185184,132.9697060367928,3672.67,3.67,3798.27,3.8,488353.85,467944.6,20409.25,4.8835,0.048835,2021-08,2021
2021-08-21,72.64040207986322,2.3197935185185186,74.96019559838174,3131.93,3.13,3594.57,3.59,234770.09,227504.65,7265.43,2.3477,0.023477,2021-08,2021
2021-08-22,52.59223763151601,2.129225000000001,54.721462631516005,2359.26,2.36,2359.84,2.36,129102.16,124078.76,5023.4,1.291,0.01291,2021-08,2021
2021-08-23,114.55090457136924,5.047051851851851,119.59795642322108,2870.91,2.87,3155.44,3.16,343354.97,328865.34,14489.63,3.4335,0.034335,2021-08,2021
2021-08-24,107.09116704487958,14.68247215363512,121.7736391985147,3407.62,3.41,3864.25,3.86,414958.29,364926.0,50032.29,4.1496,0.041496,2021-08,2021
2021-08-25,76.64760734030402,28.24221536351167,104.8898227038157,3765.48,3.77,4403.79,4.4,394960.53,288615.03,106345.5,3.9496,0.039496,2021-08,2021
2021-08-26,67.63820152047201,29.292440054869683,96.9306415753417,3701.13,3.7,3605.66,3.61,358752.91,250337.78,108415.13,3.5875,0.035875,2021-08,2021
2021-08-27,97.8588248301268,11.293592832647466,109.15241766277428,3916.27,3.92,4055.81,4.06,427470.34,383241.58,44228.76,4.2747,0.042747,2021-08,2021
2021-08-28,114.34027034304158,2.3197935185185186,116.6600638615601,3733.17,3.73,3375.67,3.38,435511.85,426851.67,8660.18,4.3551,0.043551,2021-08,2021
2021-08-29,94.699226401989,0.8597750000000005,95.559001401989,3184.55,3.18,3442.51,3.44,304312.42,301574.42,2738.0,3.0431,0.030431,2021-08,2021
2021-08-30,64.93910307623199,0.0,64.93910307623199,3259.47,3.26,3182.25,3.18,211667.06,211667.06,0.0,2.1167,0.021167,2021-08,2021
2021-08-31,56.0454170001,0.1323585733882029,56.177775573488205,3679.87,3.68,3879.87,3.88,206726.91,206239.85,487.06,2.0673,0.020673,2021-08,2021
2021-09-01,40.9604419127376,0.0177851851851851,40.97822709792278,3702.67,3.7,3638.66,3.64,151728.85,151663.0,65.85,1.5173,0.015173,2021-09,2021
2021-09-02,42.244317849558,0.0,42.244317849558,3940.54,3.94,4325.64,4.33,166465.42,166465.42,0.0,1.6647,0.016647,2021-09,2021
2021-09-03,68.04912751939499,0.0,68.04912751939499,3395.08,3.4,3560.6,3.56,231032.23,231032.23,0.0,2.3103,0.023103,2021-09,2021
2021-09-04,61.7912332182288,0.4045306241426615,62.195763842371456,3502.94,3.5,3715.46,3.72,217868.03,216450.98,1417.05,2.1787,0.021787,2021-09,2021
2021-09-05,60.555702108,0.6587105624142665,61.21441267041426,3783.98,3.78,3672.4,3.67,231634.11,229141.57,2492.55,2.3163,0.023163,2021-09,2021
2021-09-06,70.90831900266402,0.0,70.90831900266402,3357.57,3.36,3815.27,3.82,238079.64,238079.64,0.0,2.3808,0.023808,2021-09,2021
2021-09-07,78.71950859595901,1.920438957476e-06,78.71951051639797,4107.04,4.11,4162.85,4.16,323304.18,323304.17,0.01,3.233,0.03233,2021-09,2021
2021-09-08,54.341692963778,0.0,54.341692963778,2886.33,2.89,3275.31,3.28,156848.06,156848.06,0.0,1.5685,0.015685,2021-09,2021
2021-09-09,34.298783074094004,0.163590672153635,34.46237374624764,3028.72,3.03,3226.1,3.23,104376.88,103881.41,495.47,1.0438,0.010438,2021-09,2021
2021-09-10,49.16026162077801,1.7257681412894366,50.88602976206744,3871.89,3.87,4004.88,4.0,197025.11,190343.13,6681.98,1.9703,0.019703,2021-09,2021
2021-09-11,39.643482331701605,0.2547481481481478,39.89823047984975,3204.47,3.2,3130.8,3.13,127852.68,127036.35,816.33,1.2785,0.012785,2021-09,2021
2021-09-12,58.35592359872,0.6587105624142665,59.01463416113426,3412.3,3.41,3322.3,3.32,201375.64,199127.92,2247.72,2.0138,0.020138,2021-09,2021
2021-09-13,52.81950833137441,0.2547481481481478,53.07425647952255,3626.74,3.63,3886.76,3.89,192486.53,191562.62,923.91,1.9249,0.019249,2021-09,2021
2021-09-14,60.369384682838,0.0,60.369384682838,8973.52,8.97,8312.02,8.31,541725.88,541725.88,0.0,5.4173,0.054173,2021-09,2021
2021-09-15,84.245480731104,0.0,84.245480731104,3072.67,3.07,3094.82,3.09,258858.56,258858.56,0.0,2.5886,0.025886,2021-09,2021
2021-09-16,129.6979160487472,1.5363511659808e-05,129.69793141225887,3758.97,3.76,3640.35,3.64,487530.63,487530.58,0.06,4.8753,0.048753,2021-09,2021
2021-09-17,127.7704337317408,0.0493022290809327,127.81973596082176,4277.08,4.28,3898.8,3.9,546695.24,546484.37,210.87,5.467,0.05467,2021-09,2021
2021-09-18,64.66168075422001,0.1012731481481481,64.76295390236817,3048.3,3.05,2802.69,2.8,197416.91,197108.2,308.71,1.9742,0.019742,2021-09,2021
2021-09-19,77.1586561695312,0.0282422153635116,77.1868983848947,3518.16,3.52,3108.39,3.11,271555.86,271456.5,99.36,2.7156,0.027156,2021-09,2021
2021-09-20,106.456432210128,1.8353090192043888,108.2917412293324,4142.44,4.14,4049.88,4.05,448592.04,440989.38,7602.66,4.4859,0.044859,2021-09,2021
2021-09-21,96.7688724690688,5.498769821673524,102.26764229074232,3901.01,3.9,4430.19,4.43,398947.1,377496.34,21450.76,3.9895,0.039895,2021-09,2021
2021-09-22,75.0008672328696,1.1586990054869692,76.15956623835656,3522.87,3.52,3942.68,3.94,268300.25,264218.31,4081.95,2.683,0.02683,2021-09,2021
2021-09-23,42.052356480430994,0.1930898148148148,42.245446295245806,3843.62,3.84,4597.58,4.6,162375.44,161633.28,742.16,1.6238,0.016238,2021-09,2021
2021-09-24,59.56181598813601,0.0,59.56181598813601,3666.24,3.67,3873.91,3.87,218367.91,218367.91,0.0,2.1837,0.021837,2021-09,2021
2021-09-25,80.842883539132,0.0,80.842883539132,3380.61,3.38,2921.39,2.92,273298.26,273298.26,0.0,2.733,0.02733,2021-09,2021
2021-09-26,104.0248991471976,0.0,104.0248991471976,2935.01,2.94,3282.75,3.28,305314.12,305314.12,0.0,3.0531,0.030531,2021-09,2021
2021-09-27,69.25001018443201,0.0022231481481481,69.25223333258016,3301.7,3.3,3449.7,3.45,228650.1,228642.76,7.34,2.2865,0.022865,2021-09,2021
2021-09-28,81.27559507267199,0.0,81.27559507267199,3991.59,3.99,4113.36,4.11,324418.85,324418.85,0.0,3.2442,0.032442,2021-09,2021
2021-09-29,57.35428794106001,0.1229080932784635,57.47719603433847,5013.48,5.01,5396.82,5.4,288160.77,287544.58,616.2,2.8816,0.028816,2021-09,2021
2021-09-30,18.8197767870112,8.164800000000003,26.9845767870112,3645.87,3.65,3506.88,3.51,98382.26,68614.46,29767.8,0.9838,0.009838,2021-09,2021
2021-10-01,107.9709406194804,0.2940775377229083,108.26501815720331,4280.59,4.28,4564.47,4.56,463438.15,462179.33,1258.83,4.6344,0.046344,2021-10,2021
2021-10-02,137.1190666915564,0.0001229080932784,137.1191895996497,3551.97,3.55,3092.82,3.09,487043.25,487042.81,0.44,4.8704,0.048704,2021-10,2021
2021-10-03,144.86033731785,0.1580768518518519,145.01841416970186,3048.87,3.05,2773.86,2.77,442142.29,441660.34,481.96,4.4214,0.044214,2021-10,2021
2021-10-04,153.78669026406396,1.3087253772290806,155.09541564129304,2822.23,2.82,2780.56,2.78,437714.93,434021.41,3693.52,4.3771,0.043771,2021-10,2021
2021-10-05,152.64804495504958,0.0629289437585734,152.71097389880816,4259.19,4.26,4357.63,4.36,650425.05,650157.03,268.03,6.5043,0.065043,2021-10,2021
2021-10-06,130.8843799813176,0.0,130.8843799813176,4387.19,4.39,4833.91,4.83,574214.64,574214.64,0.0,5.7421,0.057421,2021-10,2021
2021-10-07,105.03088636637524,0.0,105.03088636637524,4851.38,4.85,4922.66,4.92,509544.74,509544.74,0.0,5.0954,0.050954,2021-10,2021
2021-10-08,93.5520868192152,0.0,93.5520868192152,4677.11,4.68,4914.04,4.91,437553.4,437553.4,0.0,4.3755,0.043755,2021-10,2021
2021-10-09,107.04467628740164,0.1053783264746226,107.15005461387624,4447.35,4.45,4741.7,4.74,476533.8,476065.14,468.65,4.7653,0.047653,2021-10,2021
2021-10-10,144.509692964186,0.042157475994513,144.55185044018052,3023.12,3.02,2534.76,2.53,436997.59,436870.14,127.45,4.37,0.0437,2021-10,2021
2021-10-11,152.63165940547802,0.0111999999999999,152.64285940547802,3665.2,3.67,3722.6,3.72,559466.61,559425.56,41.05,5.5947,0.055947,2021-10,2021
2021-10-12,148.85876373931418,0.0,148.85876373931418,3907.37,3.91,4245.55,4.25,581646.27,581646.27,0.0,5.8165,0.058165,2021-10,2021
2021-10-13,154.00091442021,0.0,154.00091442021,4320.24,4.32,5153.21,5.15,665320.91,665320.91,0.0,6.6532,0.066532,2021-10,2021
2021-10-14,155.99354584000002,0.0,155.99354584000002,3948.52,3.95,3673.87,3.67,615943.64,615943.64,0.0,6.1594,0.061594,2021-10,2021
2021-10-15,150.76151134044002,0.0,150.76151134044002,3552.2,3.55,3441.22,3.44,535535.04,535535.04,0.0,5.3554,0.053554,2021-10,2021
2021-10-16,155.40357048788,0.0,155.40357048788,4106.47,4.11,4409.83,4.41,638160.1,638160.1,0.0,6.3816,0.063816,2021-10,2021
2021-10-17,149.7087778728256,0.033753635116598,149.7425315079422,3731.22,3.73,3574.6,3.57,558722.33,558596.39,125.94,5.5872,0.055872,2021-10,2021
2021-10-18,156.31124079999998,0.4359031550068585,156.74714395500683,4120.82,4.12,4161.19,4.16,645926.77,644130.49,1796.28,6.4593,0.064593,2021-10,2021
2021-10-19,149.9138859138008,0.0190860425240055,149.93297195632482,4207.57,4.21,3972.91,3.97,630853.47,630773.17,80.31,6.3085,0.063085,2021-10,2021
2021-10-20,141.581807865344,0.0823388203017833,141.66414668564576,4347.14,4.35,4559.44,4.56,615833.88,615475.94,357.94,6.1583,0.061583,2021-10,2021
2021-10-21,145.55004449779202,0.2190915980795612,145.76913609587157,4841.02,4.84,4346.55,4.35,705671.3,704610.68,1060.63,7.0567,0.070567,2021-10,2021
2021-10-22,137.59993082,1.4471871056241432,139.04711792562415,3388.86,3.39,3556.04,3.56,471211.22,466306.9,4904.31,4.7121,0.047121,2021-10,2021
2021-10-23,115.713634031468,2.2231481481481463,117.93678217961616,2978.88,2.98,2918.68,2.92,351319.52,344697.03,6622.49,3.5132,0.035132,2021-10,2021
2021-10-24,121.2543590831496,0.0102923525377229,121.26465143568733,3379.69,3.38,3025.34,3.03,409836.93,409802.14,34.78,4.0984,0.040984,2021-10,2021
2021-10-25,124.12532158884,0.0,124.12532158884,4296.64,4.3,4578.96,4.58,533321.82,533321.82,0.0,5.3332,0.053332,2021-10,2021
2021-10-26,137.64478774217602,0.0,137.64478774217602,3656.4,3.66,3586.49,3.59,503284.4,503284.4,0.0,5.0328,0.050328,2021-10,2021
2021-10-27,136.7535802140816,0.0,136.7535802140816,4748.99,4.75,4656.04,4.66,649441.38,649441.38,0.0,6.4944,0.064944,2021-10,2021
2021-10-28,138.2595646728912,0.0,138.2595646728912,4222.08,4.22,3997.27,4.0,583742.94,583742.94,0.0,5.8374,0.058374,2021-10,2021
2021-10-29,131.20429901779198,0.0,131.20429901779198,2958.52,2.96,2588.86,2.59,388170.54,388170.54,0.0,3.8817,0.038817,2021-10,2021
2021-10-30,143.1633562775064,0.0,143.1633562775064,3551.19,3.55,3822.38,3.82,508400.28,508400.28,0.0,5.084,0.05084,2021-10,2021
2021-10-31,141.4368331971408,0.0,141.4368331971408,3884.99,3.88,4054.98,4.05,549480.68,549480.68,0.0,5.4948,0.054948,2021-10,2021
2021-11-01,142.69379894,0.0,142.69379894,3790.84,3.79,3519.18,3.52,540929.36,540929.36,0.0,5.4093,0.054093,2021-11,2021
2021-11-02,135.4660934825,0.0,135.4660934825,3207.16,3.21,3258.69,3.26,434461.44,434461.44,0.0,4.3446,0.043446,2021-11,2021
2021-11-03,131.1595501442688,0.0,131.1595501442688,4776.63,4.78,4587.84,4.59,626500.64,626500.64,0.0,6.265,0.06265,2021-11,2021
2021-11-04,126.32638975000002,0.0,126.32638975000002,3994.33,3.99,4108.55,4.11,504589.29,504589.29,0.0,5.0459,0.050459,2021-11,2021
2021-11-05,82.1828331478,0.0,82.1828331478,3475.47,3.48,3130.52,3.13,285623.97,285623.97,0.0,2.8562,0.028562,2021-11,2021
2021-11-06,82.10777671828163,0.0,82.10777671828163,3827.41,3.83,4025.63,4.03,314260.13,314260.13,0.0,3.1426,0.031426,2021-11,2021
2021-11-07,109.32183387756402,0.0,109.32183387756402,3281.54,3.28,4005.47,4.01,358743.97,358743.97,0.0,3.5874,0.035874,2021-11,2021
2021-11-08,103.0504823447484,0.0,103.0504823447484,4151.58,4.15,4483.74,4.48,427822.32,427822.32,0.0,4.2782,0.042782,2021-11,2021
2021-11-09,118.5980246682308,0.0,118.5980246682308,4587.22,4.59,4565.05,4.57,544035.23,544035.23,0.0,5.4404,0.054404,2021-11,2021
2021-11-10,117.3645303360134,0.0,117.3645303360134,3691.73,3.69,3677.03,3.68,433278.16,433278.16,0.0,4.3328,0.043328,2021-11,2021
2021-11-11,125.96612265545,0.0,125.96612265545,4060.38,4.06,3913.66,3.91,511470.33,511470.33,0.0,5.1147,0.051147,2021-11,2021
2021-11-12,124.49442720000002,0.0,124.49442720000002,3525.88,3.53,3574.93,3.57,438952.41,438952.41,0.0,4.3895,0.043895,2021-11,2021
2021-11-13,118.766435425,0.0,118.766435425,4128.42,4.13,4598.79,4.6,490317.73,490317.73,0.0,4.9032,0.049032,2021-11,2021
2021-11-14,110.19383573,0.0,110.19383573,3179.94,3.18,3440.05,3.44,350409.79,350409.79,0.0,3.5041,0.035041,2021-11,2021
2021-11-15,103.59848543,0.0,103.59848543,3940.98,3.94,3992.78,3.99,408279.56,408279.56,0.0,4.0828,0.040828,2021-11,2021
2021-11-16,108.60338918,0.0071514746227709,108.61054065462278,3411.53,3.41,3234.87,3.23,370528.12,370503.72,24.4,3.7053,0.037053,2021-11,2021
2021-11-17,76.328524085,0.0014,76.329924085,3865.33,3.87,3695.91,3.7,295040.35,295034.93,5.41,2.9504,0.029504,2021-11,2021
2021-11-18,36.382563360000006,0.0,36.382563360000006,4659.6,4.66,4382.06,4.38,169528.19,169528.19,0.0,1.6953,0.016953,2021-11,2021
2021-11-19,27.869047250000005,0.0,27.869047250000005,4086.78,4.09,4300.32,4.3,113894.66,113894.66,0.0,1.1389,0.011389,2021-11,2021
2021-11-20,55.616606870000005,0.0,55.616606870000005,3681.47,3.68,3130.06,3.13,204750.87,204750.87,0.0,2.0475,0.020475,2021-11,2021
2021-11-21,97.05019730954682,0.004725,97.0549223095468,4031.69,4.03,4184.58,4.18,391295.36,391276.31,19.05,3.913,0.03913,2021-11,2021
2021-11-22,113.73951193000002,0.0493022290809327,113.78881415908096,4413.94,4.41,4230.98,4.23,502257.0,502039.38,217.62,5.0226,0.050226,2021-11,2021
2021-11-23,117.56286817,0.0,117.56286817,3952.87,3.95,4635.98,4.64,464710.73,464710.73,0.0,4.6471,0.046471,2021-11,2021
2021-11-24,123.78288208,0.0,123.78288208,4481.31,4.48,4774.4,4.77,554709.47,554709.47,0.0,5.5471,0.055471,2021-11,2021
2021-11-25,114.32969020000002,0.0,114.32969020000002,4542.82,4.54,4802.96,4.8,519379.2,519379.2,0.0,5.1938,0.051938,2021-11,2021
2021-11-26,122.131169875,0.0,122.131169875,3126.72,3.13,3641.21,3.64,381869.97,381869.97,0.0,3.8187,0.038187,2021-11,2021
2021-11-27,109.113607955,0.0,109.113607955,4445.17,4.45,4582.81,4.58,485028.54,485028.54,0.0,4.8503,0.048503,2021-11,2021
2021-11-28,114.08657293,0.0,114.08657293,3663.11,3.66,3391.26,3.39,417911.67,417911.67,0.0,4.1791,0.041791,2021-11,2021
2021-11-29,77.98876800000001,0.0,77.98876800000001,3923.26,3.92,4044.55,4.04,305970.21,305970.21,0.0,3.0597,0.030597,2021-11,2021
2021-11-30,76.29233711,0.0004148148148148,76.29275192481482,4067.07,4.07,4139.93,4.14,310287.96,310286.28,1.69,3.1029,0.031029,2021-11,2021
2021-12-01,23.339096660000003,0.0,23.339096660000003,3721.26,3.72,3300.99,3.3,86850.85,86850.85,0.0,0.8685,0.008685,2021-12,2021
2021-12-02,88.04293992999999,0.0,88.04293992999999,4010.32,4.01,4143.12,4.14,353080.36,353080.36,0.0,3.5308,0.035308,2021-12,2021
2021-12-03,115.79476546,0.0,115.79476546,3642.31,3.64,4126.69,4.13,421760.43,421760.43,0.0,4.2176,0.042176,2021-12,2021
2021-12-04,111.29313426,0.0,111.29313426,4290.24,4.29,4493.5,4.49,477474.26,477474.26,0.0,4.7747,0.047747,2021-12,2021
2021-12-05,104.069201665,2.40054869684484e-07,104.06920190505488,3631.81,3.63,3558.28,3.56,377959.57,377959.57,0.0,3.7796,0.037796,2021-12,2021
2021-12-06,104.259551275,0.0318435185185184,104.29139479351852,4265.02,4.27,4004.2,4.0,444804.88,444669.07,135.81,4.448,0.04448,2021-12,2021
2021-12-07,90.4685089,0.004725,90.47323389999998,3878.02,3.88,3633.83,3.63,350857.01,350838.69,18.32,3.5086,0.035086,2021-12,2021
2021-12-08,101.226997025,0.0,101.226997025,3156.92,3.16,3221.92,3.22,319565.53,319565.53,0.0,3.1957,0.031957,2021-12,2021
2021-12-09,109.65564907,0.0204488340192043,109.6760979040192,4708.16,4.71,4424.62,4.42,516372.62,516276.34,96.28,5.1637,0.051637,2021-12,2021
2021-12-10,101.31111254,0.1095929698216734,101.42070550982169,3851.44,3.85,4406.82,4.41,390615.76,390193.67,422.09,3.9062,0.039062,2021-12,2021
2021-12-11,100.07289941,0.0,100.07289941,4687.18,4.69,5485.38,5.49,469059.69,469059.69,0.0,4.6906,0.046906,2021-12,2021
